REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"College professor, instructor, teacher, or researcher",9,6.7,2.8,1.5,40
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,6.6,2.5,1.5,41
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,7.2,3.7,1.6,38
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"Role, total",9,6.2,3,1.7,40
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"College professor, instructor, teacher, or researcher",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,5.4,11.9,7.8,38
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",11.9,13.2,3.5,8.4,37
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"Role, total",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Indigenous identity, total",Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"College professor, instructor, teacher, or researcher",15.3,7,7.7,2.4,44
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"Role, total",14.2,5.8,7.2,2.6,43
2019,Territories,2016A00016,BHASE [b],Male gender [M],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"College professor, instructor, teacher, or researcher",19.2,11.2,2.8,6.9,40
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"Permanent, college professor, instructor, teacher, or researcher",15.3,15,3.7,8,42
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"Role, total",19.2,11.2,2.8,6.9,40
2019,Territories,2016A00016,BHASE [b],Male gender [M],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"College professor, instructor, teacher, or researcher",9,6.7,2.8,1.5,40
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,6.6,2.5,1.5,41
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,7.2,3.7,1.6,38
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Role, total",9,6.2,3,1.7,40
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"College professor, instructor, teacher, or researcher",12.1,9.7,8.1,8.6,38
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"Contract, college professor, instructor, teacher, or researcher",13.8,5.4,13.6,7.7,40
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",10.7,13.2,3.7,9.4,37
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"Role, total",12.1,9.7,8.1,8.6,38
2019,Territories,2016A00016,BHASE [b],Non-Indigenous identity [2],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"College professor, instructor, teacher, or researcher",8.1,6.3,3,1.6,40
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,6.6,2.5,1.5,41
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"Role, total",8.2,5.9,3.1,1.7,39
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"College professor, instructor, teacher, or researcher",12.7,9.8,7.6,8.1,38
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,5.4,11.9,7.8,38
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",12.4,14,3.6,8.3,38
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"Role, total",12.7,9.8,7.6,8.1,38
2019,Territories,2016A00016,BHASE [b],Not a visible minority [2],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"College professor, instructor, teacher, or researcher",9,6.7,2.8,1.5,40
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,6.6,2.5,1.5,41
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,7.2,3.7,1.6,38
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"Role, total",9,6.2,3,1.7,40
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"College professor, instructor, teacher, or researcher",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,5.4,11.9,7.8,38
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",11.9,13.2,3.5,8.4,37
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"Role, total",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Self-reported disability, total",Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Visible minority [1],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Visible minority [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Visible minority [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
